StartTime,EndTime,AreaID,UnitName,Load
2021-01-05T21:00+00:00Z,2021-01-05T22:00+00:00Z,10YSE-1--------K,MAW,18615
2021-01-05T22:00+00:00Z,2021-01-05T23:00+00:00Z,10YSE-1--------K,MAW,18186
2021-01-05T23:00+00:00Z,2021-01-06T00:00+00:00Z,10YSE-1--------K,MAW,18029
2021-01-06T00:00+00:00Z,2021-01-06T01:00+00:00Z,10YSE-1--------K,MAW,17825
2021-01-06T01:00+00:00Z,2021-01-06T02:00+00:00Z,10YSE-1--------K,MAW,17802
2021-01-06T02:00+00:00Z,2021-01-06T03:00+00:00Z,10YSE-1--------K,MAW,17883
2021-01-06T03:00+00:00Z,2021-01-06T04:00+00:00Z,10YSE-1--------K,MAW,18001
2021-01-06T04:00+00:00Z,2021-01-06T05:00+00:00Z,10YSE-1--------K,MAW,18762
2021-01-06T05:00+00:00Z,2021-01-06T06:00+00:00Z,10YSE-1--------K,MAW,19437
2021-01-06T06:00+00:00Z,2021-01-06T07:00+00:00Z,10YSE-1--------K,MAW,20357
2021-01-06T07:00+00:00Z,2021-01-06T08:00+00:00Z,10YSE-1--------K,MAW,20878
2021-01-06T08:00+00:00Z,2021-01-06T09:00+00:00Z,10YSE-1--------K,MAW,21115
2021-01-06T09:00+00:00Z,2021-01-06T10:00+00:00Z,10YSE-1--------K,MAW,21200
2021-01-06T10:00+00:00Z,2021-01-06T11:00+00:00Z,10YSE-1--------K,MAW,21315
2021-01-06T11:00+00:00Z,2021-01-06T12:00+00:00Z,10YSE-1--------K,MAW,21398
2021-01-06T12:00+00:00Z,2021-01-06T13:00+00:00Z,10YSE-1--------K,MAW,21483
2021-01-06T13:00+00:00Z,2021-01-06T14:00+00:00Z,10YSE-1--------K,MAW,22076
2021-01-06T14:00+00:00Z,2021-01-06T15:00+00:00Z,10YSE-1--------K,MAW,22313
2021-01-06T15:00+00:00Z,2021-01-06T16:00+00:00Z,10YSE-1--------K,MAW,22467
2021-01-06T16:00+00:00Z,2021-01-06T17:00+00:00Z,10YSE-1--------K,MAW,22060
2021-01-06T17:00+00:00Z,2021-01-06T18:00+00:00Z,10YSE-1--------K,MAW,21510
2021-01-06T18:00+00:00Z,2021-01-06T19:00+00:00Z,10YSE-1--------K,MAW,20980
2021-01-06T19:00+00:00Z,2021-01-06T20:00+00:00Z,10YSE-1--------K,MAW,20342
2021-01-06T20:00+00:00Z,2021-01-06T21:00+00:00Z,10YSE-1--------K,MAW,19542
2021-01-06T21:00+00:00Z,2021-01-06T22:00+00:00Z,10YSE-1--------K,MAW,19009
2021-01-06T22:00+00:00Z,2021-01-06T23:00+00:00Z,10YSE-1--------K,MAW,18151
2021-01-06T23:00+00:00Z,2021-01-07T00:00+00:00Z,10YSE-1--------K,MAW,18084
2021-01-07T00:00+00:00Z,2021-01-07T01:00+00:00Z,10YSE-1--------K,MAW,17908
2021-01-07T01:00+00:00Z,2021-01-07T02:00+00:00Z,10YSE-1--------K,MAW,17980
2021-01-07T02:00+00:00Z,2021-01-07T03:00+00:00Z,10YSE-1--------K,MAW,17991
2021-01-07T03:00+00:00Z,2021-01-07T04:00+00:00Z,10YSE-1--------K,MAW,18660
